ec,lex,ls,sp,pfm,vbs,vbe,nme,prs,vt,ps,nu,gn,st,form
2,"MSMR/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"MSMR/JM"
2,">T",0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,"&W>T"
1,"NXLH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"NXL(H/H"
1,"NTX[",0,1,2,1,1,0,0,1,3,1,2,-1,"!J!NTX[:d"
3,"PWY[",0,1,0,2,6,0,13,2,1,1,0,-1,"]H]P(WY[&WTJ+M"
2,"ML>/",0,13,-1,-1,-1,6,0,-1,-1,3,1,2,"ML>/WT:a"
1,"BGD[",0,1,0,0,3,0,0,2,2,1,2,-1,"BGD[T&H"
1,"RPH==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"RPH==/"
1,"XKH[",0,1,7,1,1,1,0,6,0,1,2,2,"!M!XKH[/:da"
2,"VRP[",0,1,1,0,1,1,0,5,0,0,0,2,"!!VRP[/:a"
2,"XGR[",0,1,1,0,18,0,0,3,2,1,2,-1,"!!XG&WR[H="
2,"NVJCWT/",0,2,-1,-1,-1,12,8,-1,-1,3,1,2,"NVJC(W(T/WTJ+H"
3,"KN<[",0,1,1,2,1,0,7,3,2,1,2,-1,"!!]H]KN&J<[+HW"
1,"RXT/",0,2,-1,-1,-1,1,0,-1,-1,1,1,0,"RXT/"
2,"MWQC/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"M(WQC/J"
1,"FN>[",0,1,0,0,1,0,8,2,3,1,2,-1,"FN>[+H"
2,"QDC[",0,1,0,0,1,0,0,2,3,1,2,-1,"QDC["
1,"NGN[",0,1,0,1,1,0,0,2,3,1,2,-1,"NGN[:d"
2,"YJDNJ/",-2,13,-1,-1,-1,4,0,-1,-1,3,2,2,"Y(JDN(J/JM"
1,"CPT[",0,1,3,0,1,0,2,1,2,1,2,-1,"!T!CPT[+NJ"
2,"XLQ[",0,1,1,1,1,0,0,3,2,1,2,-1,"!!XLQ[:d"
1,"YWR[",0,1,1,0,12,0,0,3,2,1,1,-1,"!!YWR[J"
2,">RWH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,">RW(H/(WT:a"
1,"XX/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"XX/JM"
2,"XNH[",0,1,1,0,1,6,0,4,0,0,0,0,"!!XN(H[/(WT"
2,"PJPJWT/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,"PJPJ(W(T/WT"
1,"YB>[",0,1,0,0,7,0,0,2,3,3,0,-1,"YB>[W"
1,"JCW<H/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"JC(W<(H/T+J"
2,"YJDNJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"Y(JDNJ/"
2,"R>H[",0,1,2,0,1,0,8,1,3,1,2,-1,"!J!R>(H[+H"
2,"MZLG/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"MZLG/(WTJ+W"
1,"SPR[",0,1,5,1,1,0,0,1,1,3,0,-1,"!N!SPR[:d"
1,"VB<[",0,1,0,8,7,0,0,2,3,3,0,-1,"]H]VB<[W:u"
1,"<NH=[",0,1,2,1,1,0,13,1,3,1,2,-1,"!J!<N(H=[:d+M"
2,"XCH[",0,1,1,2,7,0,0,3,2,3,2,-1,"!!]H]XC(H[W"
1,"PNH[",0,1,7,2,1,1,0,6,0,1,2,2,"!M!](H]PNH[/:a"
2,"N<M[",0,1,0,0,7,0,0,2,3,3,0,-1,"N<M[W"
2,"C<LJM/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"C<LJM/"
1,"YPRH/",0,3,-1,-1,-1,1,-1,-1,-1,1,1,0,"YPRH/"
1,"<ZWBH/",0,3,-1,-1,-1,1,-1,-1,-1,1,1,0,"<ZWBH/"
1,"CPL[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!CPL["
3,"MNH[",0,1,6,3,1,6,0,4,0,0,0,0,"!H!](N]MN(H[/WT"
2,"HJH[",-2,1,0,0,1,2,0,6,0,1,1,2,"H&WJ(H[/H"
1,"PRJ/",0,2,-1,-1,-1,1,13,-1,-1,1,2,2,"PRJ/+M"
1,"JCN=[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!JCN=["
2,"HWH==/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"H(W&J(H==/T+J"
2,"<RB==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<RB==/"
2,"<RB[",0,1,0,0,1,1,0,6,0,1,2,0,"<RB[/"
1,"CJT[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!CJT["
3,"NPL[",0,1,0,6,6,0,0,2,1,1,0,-1,"]HT]NPL[TJ"
2,"MR/",0,13,-1,-1,-1,3,0,-1,-1,1,1,1,"MR/T:c"
2,"CWBB=/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"CWBB=/:a"
2,"NXM[",0,1,0,4,2,0,0,2,3,1,1,-1,"NXM[H:du"
2,"MYWDH=/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"MYWD(H=/T+J"
1,"STR[",0,1,6,3,1,0,0,3,2,1,2,-1,"!H!](N]STR["
1,"CBJ/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"CBJ/+W"
2,"CRY[",0,1,0,0,1,3,0,6,0,1,1,0,"CRY[/T"
1,">TH[",0,1,0,0,10,0,0,2,1,3,0,-1,">T(H[NW"
1,"XBLJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"XBL(J(M/JM"
1,"PRJ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"PRJ/:a"
1,"MXH[",0,1,3,3,1,0,0,1,2,1,2,-1,"!T!](N]MXH["
2,">PQ/",0,3,-1,-1,-1,7,-1,-1,-1,1,0,0,">PQ/~H"
1,"CPL/",0,13,-1,-1,-1,1,0,-1,-1,1,2,1,"CPL/:c"
1,"LMD[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!LMD["
2,"YJY=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"YJY=/"
1,"YR====/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"Y&WR====/"
2,"YMT[",0,1,0,3,6,0,0,2,1,1,0,-1,"]N]YM(T[TJ"
1,"JVB[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]JV&JB["
1,"MCKN/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"MCKN/J"
3,"QWM[",0,1,0,6,1,5,4,6,0,3,2,2,"](HT]QWM&M[/J+K"
2,"QLWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"QLWN/:a"
1,"ZR</",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"ZR</+H"
1,"<M/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"<M/+W"
1,"CJR[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!CJR[H="
1,"<MWNJ/",-2,13,-1,-1,-1,4,0,-1,-1,3,2,2,"<M(WN(J/JM"
1,"MCNH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"MCNH/:c"
1,"Y>Y>JM/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,"Y>Y>(J(M/J+(J"
1,"TWR=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TWR=/"
2,"R<<=[",0,1,0,0,7,0,0,2,3,3,0,-1,"R<(<=[W"
1,"QBR[",0,1,0,0,7,0,0,2,3,3,0,-1,"QBR[W"
2,"CPV[",0,1,2,0,7,0,7,1,3,3,2,-1,"!(J&W!CPV[(W+HW"
2,"DBR[",-1,1,1,1,12,0,0,3,2,1,1,-1,"!!DBR[J:d"
1,">CKWL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,">CKWL/"
1,"PLL[",0,1,4,6,18,0,0,1,1,1,0,-1,"!>!](HT]PLL[H="
1,"NXM[",0,1,2,1,7,0,2,1,3,3,2,-1,"!J!NXM[(W:d+NJ"
1,"JD<[",0,1,4,3,1,0,0,1,1,1,0,-1,"!>!](N](J&WD<["
2,"PQD[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]PQD["
1,"GZR[",0,1,0,0,1,0,0,2,3,1,2,-1,"GZR["
2,"XMR=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"XMR=/"
1,"CKN[",0,1,0,0,6,0,0,2,1,1,0,-1,"CKN[TJ"
1,"DRK[",0,1,2,2,1,0,2,1,3,1,2,-1,"!J!](H]DRK[+NJ"
1,"MYPH=/",0,3,-1,-1,-1,9,-1,-1,-1,1,1,0,"MYP(H=/T~H"
1,"FB<=/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"FB<=/JM"
2,"XJH[",0,1,0,1,2,0,2,2,3,1,1,-1,"XJ(H[(H&T:d+NJ"
1,"CKN/",0,2,-1,-1,-1,5,8,-1,-1,3,2,2,"CKN/J+H"
2,"MV<MJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"MV<M(J(M/JM"
1,"BW>[",0,1,1,2,1,0,0,3,2,1,2,-1,"!!]H]B(W>["
1,"SMR[",0,1,8,1,1,0,0,1,3,1,1,-1,"!T=!SMR[:d"
3,"JG<[",0,1,0,2,3,0,2,2,2,1,2,-1,"]H](J&WG<[T+NJ"
3,">TJQ/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,">TJQ/JM"
1,"MCPV/",0,2,-1,-1,-1,1,13,-1,-1,1,2,2,"MCPV/+M"
1,"<LZ[",0,1,1,0,1,1,0,4,0,0,0,0,"!!<L&WZ[/:c"
1,"CMM[",0,1,2,2,1,0,13,1,3,1,2,-1,"!J!](H]CM(M[+M"
1,"JRD[",0,1,3,2,1,0,13,1,2,1,2,-1,"!T!](H](J&WRD[+M"
1,"<GH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"<G(H/(WT"
2,"BL>CYR/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"BL>CYR/"
3,"RGN[",0,1,0,0,1,4,0,6,0,3,2,2,"R&WGN[/JM"
1,"JR>H/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"JR>(H/T+J"
2,"RGL/",0,2,-1,-1,-1,13,6,-1,-1,2,1,2,"RGL/(J=+W"
3,">LJHW<JNJ/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">LJHW<JNJ/"
1,"CRT[",0,1,7,1,1,5,6,6,0,3,2,2,"!M!CRT[/(J:d+W"
1,">CRH/",0,2,-1,-1,-1,5,12,-1,-1,3,1,2,">CR(H/J+HM"
1,"TMJM/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"TMJM/:a"
2,"KJLJ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"K(JLJ/"
3,"NFG[",0,1,2,2,14,0,0,1,3,3,2,-1,"!J!](H](NF&JG[WN"
2,"ZNH[",0,1,0,0,1,2,0,6,0,1,1,2,"Z&WN(H[/H"
2,"XK/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"XK/+K="
2,"NFG[",0,1,0,2,7,0,2,2,3,3,0,-1,"]H](NF&JG[W+NJ"
2,"JD<[",0,1,3,0,13,0,0,1,2,1,1,-1,"!T!(JD<[JN"
1,"PH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"P(H&J/:c"
1,"<P<PJM/",0,2,-1,-1,-1,5,6,-1,-1,3,2,2,"<P<P(J(M/J+W"
1,"TMR====/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"TMR====/"
1,"XSJDH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"XSJD(H/H"
3,"<LL[",0,1,3,1,1,0,0,1,2,1,2,-1,"!T!<&WLL[:d"
1,"CKN[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!CK&WN["
1,"KLB/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"KLB/:a"
2,"BWS[",0,1,0,1,7,0,0,2,3,3,0,-1,"BWS&S[W:d"
2,"GLH[",0,1,1,3,1,1,0,5,0,0,0,2,"!!]N]GLH[/:a"
2,"CXR=/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"CXR=/"
1,"DD/",0,2,-1,-1,-1,13,8,-1,-1,2,2,2,"DD/J=+H"
2,"PZR[",0,1,3,1,12,0,0,1,2,1,1,-1,"!T!PZR[J:d"
2,">LM=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,">LM=/"
1,"JPH/",0,13,-1,-1,-1,3,3,-1,-1,1,1,2,"JP(H/T+J"
2,"MHL[",0,1,0,0,1,1,0,62,0,1,2,2,"MH&WL[/:pa"
1,"CTH[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!CT(H[W"
1,"RB/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"RB/JM"
2,"ZKR[",0,1,1,2,1,1,10,4,0,0,0,2,"!!]H]ZKR[/+KM"
1,"BWZ[",0,1,1,0,1,1,0,5,0,0,0,2,"!!BWZ[/:a"
1,"XGR[",0,1,0,0,1,1,0,62,0,1,2,2,"XG&WR[/:pa"
1,"RC<=/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"RC<=/+W"
2,"HGRJ/",-2,13,-1,-1,-1,4,0,-1,-1,3,2,2,"HGR(J/JM"
2,"MCKN/",0,2,-1,-1,-1,6,0,-1,-1,3,2,1,"MCKN/WT:c"
1,"XPY=[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!XPY=["
2,"SMK[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]SMK[W"
3,"XJL[",0,1,3,0,13,0,0,1,2,1,1,-1,"!T!XJL[JN"
2,">RX[",0,1,0,0,1,1,0,6,0,1,2,0,">RX[/"
1,"JD/",0,2,-1,-1,-1,13,6,-1,-1,2,0,2,"JD/(J=+W"
1,"KJWR/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"KJWR/"
2,"RWH[",0,1,2,1,7,0,4,1,3,3,2,-1,"!J!RW(H[(W:d+K"
1,"<JN/",0,2,-1,-1,-1,13,4,-1,-1,2,1,2,"<JN/(J=+K"
2,"CNH[",0,1,0,0,1,4,0,6,0,3,2,2,"C&WN(H[/JM"
2,"NTN[",0,1,0,0,10,0,4,2,1,3,0,-1,"NT(N[NW+K"
1,"CBWT/",0,2,-1,-1,-1,1,0,-1,-1,1,1,0,"CB(W&JT/"
1,"RGL/",0,2,-1,-1,-1,4,0,-1,-1,3,1,2,"RGL/JM"
2,"RWM[",0,1,0,0,1,1,0,6,0,1,2,0,"R(WM[/"
2,"C<H[",0,1,3,6,1,0,0,1,2,1,2,-1,"!T!](H(T&C](C&T<(H["
1,"XCB[",0,1,0,0,1,0,8,2,3,1,2,-1,"XCB[+H"
2,"XRH[",0,1,3,14,1,0,0,1,2,1,2,-1,"!T!]T]XRH["
1,"JKL[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!(J&WKL["
1,"CVP[",0,1,2,0,7,0,4,1,3,3,2,-1,"!J!CVP[W+K"
2,"PDWJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"PD(WJ(M/(JM"
1,"QBR/",0,2,-1,-1,-1,5,12,-1,-1,3,2,2,"QBR/J+HM"
2,"PRH[",0,1,0,0,7,0,0,2,3,3,0,-1,"PR(H[W"
2,"MKR[",0,1,0,0,1,0,9,2,3,1,2,-1,"MKR[+NW"
1,"XSD[",0,1,3,6,1,0,0,1,2,1,2,-1,"!T!](HT]XSD["
1,"YWR=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"YWR=/"
1,"KWJH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"KWJ(H/H"
1,"DBWRH=/",0,3,-1,-1,-1,1,-1,-1,-1,1,1,0,"DBWRH=/"
2,"<ZRJ=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"<ZRJ=/"
2,"RJQ[",0,1,0,8,1,0,0,2,3,1,2,-1,"]H&W]R(JQ[:u"
1,"HRWM/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"HRWM/"
2,"CWNJ=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CWNJ=/"
1,"<LM[",0,1,7,2,1,1,0,6,0,1,2,0,"!M!](H]<L&JM[/"
3,"<DWT/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"<DW(T/(WTJ+W"
3,"BV>[",0,1,0,0,1,1,0,6,0,1,2,2,"B&WV(>&H[/:a"
2,"KWN[",0,1,0,2,10,0,0,2,1,3,0,-1,"]H]K(W(N[NW"
2,"MRH[",0,1,3,2,1,0,0,1,2,1,2,-1,"!T!](H]MR(H["
2,"DRC[",0,1,1,0,1,1,0,4,0,0,0,0,"!!DRC[/:c"
2,"QWY[",0,1,0,0,2,0,0,2,3,1,1,-1,"Q(WY[H"
2,">DM===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,">DM===/"
1,"GDRH=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"GDRH=/"
1,"TWKXT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"T(WKX(T/WT:c"
2,"L<<[",0,1,0,0,7,0,0,2,3,3,0,-1,"L<(<[W"
2,"NCQ[",0,1,2,0,1,0,2,1,3,1,2,-1,"!J!(NCQ[+NJ"
1,"XV>[",0,1,0,0,1,4,0,6,0,3,2,2,"XV>[/JM"
1,"<RBH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"<RB(H/WT:c"
1,"R<H[",0,1,2,0,7,0,5,1,3,3,2,-1,"!J!R<(H[W+K="
1,"J<Y[",0,1,0,0,1,1,0,6,0,1,2,0,"J<Y[/"
2,"NS<[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H](NS<[W"
2,"CBR[",0,1,2,1,7,0,0,1,3,3,2,-1,"!J!CBR[W:d"
1,"FXQ[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!FXQ["
2,"BLL[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!BL(L[H="
2,"<VH[",0,1,0,0,1,2,0,6,0,1,1,2,"<V(H&J[/H"
1,">RK/",0,13,-1,-1,-1,1,0,-1,-1,1,2,1,">RK/:c"
1,">PS/",-5,2,-1,-1,-1,5,0,-1,-1,3,2,1,">PS/J"
2,"NQD=/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,"NQD=/WT"
1,"MCL[",0,1,0,0,1,4,0,6,0,3,2,2,"MCL[/JM"
3,"RWN[",0,1,7,6,1,1,0,6,0,1,2,0,"!M!](HT]RWN&N[/"
2,">BQ/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,">BQ/:a"
2,"RYH=[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!RY(H=[W"
1,"FMX[",0,1,0,0,1,0,0,2,3,1,2,-1,"FMX["
1,"T<H[",0,1,2,2,7,0,13,1,3,3,2,-1,"!J!](H]T<(H[W+M"
1,"<LM[",0,1,0,3,1,2,0,6,0,1,1,2,"]N]<LM[/H"
2,"YJWN==/",0,3,-1,-1,-1,7,-1,-1,-1,1,0,0,"YJWN==/~H"
2,"JGH=[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H](JGH=["
2,"NKH=/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"NK(H=/JM"
1,"R>H[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!R>H["
2,"CWB[",0,1,1,2,1,0,2,3,2,1,2,-1,"!!]H]C(WB[+NJ"
1,"ZBX[",0,1,4,1,1,0,0,1,1,1,0,-1,"!>!ZBX[:d"
1,"YJD/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"YJD/:c"
1,"R>H[",0,1,8,0,1,0,2,1,3,1,1,-1,"!T=!R>(H[+NJ"
2,"CKL[",0,1,0,1,7,0,5,2,3,3,0,-1,"CKL[(W:d+K="
3,"LBWC/",0,2,-1,-1,-1,1,11,-1,-1,1,2,2,"LBWC/+KN"
1,"RXB===/",0,3,-1,-1,-1,1,-1,-1,-1,1,1,0,"RXB===/"
1,"N<RH/",0,2,-1,-1,-1,12,3,-1,-1,3,1,2,"N<R(H/(WTJ+(J"
1,"ZW<H/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"ZW<(H/H"
2,"<LH[",0,1,1,0,1,1,0,5,0,0,0,2,"!!<LH[/:a"
2,"YW/",0,2,-1,-1,-1,1,0,-1,-1,1,0,2,"YW/:a"
2,"CWB[",0,1,8,0,15,0,0,1,3,3,1,-1,"!T&J=!C(WB[NH"
2,">DRT/",0,2,-1,-1,-1,3,13,-1,-1,1,1,2,">DR(T/T+M"
2,"NYH[",0,1,8,0,15,0,0,1,3,3,1,-1,"!T=!(NY(H&J[NH"
2,"BL<[",0,1,7,1,1,5,5,6,0,3,2,2,"!M!BL<[/J:d+K="
2,"NDB[",0,1,2,0,1,0,7,1,3,1,2,-1,"!J!(NDB[~N+(HW"
1,"NG</",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"NG</+J"
1,"MYWDH/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"MYWD(H/T+J"
3,"B<T[",0,1,0,1,2,0,2,2,3,1,1,-1,"B<T[(H&T:d+NJ"
1,"BGD[",0,1,1,0,1,1,0,4,0,0,0,0,"!!BGD[/:c"
1,"MWT/",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"MWT/+H"
2,"NH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"NH/"
2,">ZWR/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,">ZWR/"
2,"NXLMJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"NXLMJ/"
1,"LN/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"LN/JM"
1,"KRT[",0,1,1,0,1,1,0,4,0,0,0,0,"!!KRT[/:c"
1,"PQD[",0,1,0,0,1,5,12,62,0,3,2,2,"PQ&WD[/J:p+HM"
1,"FKR[",0,1,0,0,1,0,0,2,3,1,2,-1,"FKR["
1,">CRH/",0,2,-1,-1,-1,4,0,-1,-1,3,1,2,">CR(H/JM"
2,"NYR[",0,1,1,0,1,0,8,3,2,1,2,-1,"!!NYR[+H"
2,"RKB[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!RKB["
1,"JXDW",0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"JXD&JW"
2,"RNN[",0,1,1,0,1,1,0,4,0,0,0,0,"!!RN(N[/:c"
2,"NS<[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!(NS<[H="
1,"QBY[",0,1,4,0,18,0,0,1,1,1,0,-1,"!>!QBY[H="
2,"MSTR/",0,2,-1,-1,-1,5,6,-1,-1,3,2,2,"MSTR/J+W"
1,"Y>N/",0,2,-1,-1,-1,1,3,-1,-1,1,0,2,"Y>N/+J"
2,"GWLN/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"G(WL&WN/"
2,"PRSH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,"PRS(H/(WT:a"
2,"XLM[",0,1,2,0,14,0,0,1,3,3,2,-1,"!J!XLM[WN"
1,">PH[",0,1,0,0,7,0,0,2,3,3,0,-1,">P(H[W"
1,"RBH/",0,3,-1,-1,-1,9,-1,-1,-1,1,1,0,"RB(H/T~H"
2,"QDH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"QD(H/H"
2,"NWD[",0,1,2,6,7,0,0,1,3,3,2,-1,"!J!](HT]N(WD&D[W"
2,"<DWT/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"<D(W(T/WTJ+W"
1,"<DR=[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]<DR=["
2,"BKH[",0,1,0,0,2,0,0,2,3,1,1,-1,"BK(H[&TH"
2,"FPH/",0,2,-1,-1,-1,16,6,-1,-1,2,1,2,"FP(H/T(J+W"
2,"RP>[",0,1,1,1,1,1,0,5,0,0,0,2,"!!RP>[/:da"
2,"XM===/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"XM===/"
2,"JKX[",0,1,0,2,6,0,6,2,1,1,0,-1,"]H](JKX[TJ+W"
2,"XLQ[",0,1,1,2,1,1,0,4,0,0,0,0,"!!](H]XLQ[/:c"
2,"CLM[",0,1,1,1,1,1,3,4,0,0,0,2,"!!CLM[/:d+J"
1,"M<JM/",0,2,-1,-1,-1,5,3,-1,-1,3,2,2,"M<(J(M/J+(J"
1,"<M/",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"<M/+H"
1,"DM/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"DM/J"
1,"<RWM/",0,13,-1,-1,-1,2,0,-1,-1,1,1,2,"<R(WM/H"
2,"RYH[",0,1,0,0,1,1,13,6,0,1,2,2,"RY(H[/+M"
2,"XGG[",0,1,1,0,12,0,0,3,2,1,1,-1,"!!XG(G[J"
1,"NFG[",0,1,0,2,7,0,4,2,3,3,0,-1,"]H](NF&JG[W+K"
2,"<L/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"<L/+W"
3,"KRJTWT/",0,2,-1,-1,-1,1,0,-1,-1,1,1,0,"KRJT(WT/"
2,"CJR[",0,1,1,0,1,1,0,4,0,0,0,0,"!!C(J&WR[/"
1,"YBJ=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"YBJ=/"
2,"M<DJ/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"M<DJ/"
1,"CKB[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!CKB["
3,"KTP/",0,2,-1,-1,-1,13,6,-1,-1,2,1,2,"KT&JP/J=+W"
2,"QCB=/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,"QCB=/WT"
2,"SBB[",0,1,4,1,18,0,0,1,1,1,0,-1,"!>!SBB[H=:d"
2,"FJXH/",0,2,-1,-1,-1,3,3,-1,-1,1,1,2,"FJX(H/T+J"
1,"NGD[",0,1,1,2,18,0,0,3,2,1,2,-1,"!!]H](NG&JD[H="
1,"<ZH/",0,3,-1,-1,-1,9,-1,-1,-1,1,1,0,"<Z(H/T~H"
1,">CK/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,">CK/:a"
1,"G>L[",0,1,0,0,6,0,0,2,1,1,0,-1,"G>L[TJ"
1,"HRS[",0,1,1,0,1,1,0,4,0,0,0,0,"!!HR&WS[/:c"
2,"HMM[",0,1,3,0,1,0,13,1,2,1,2,-1,"!T!HM(M[+M"
2,"KLH[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!KL(H["
1,"F<JR/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"F<JR/J"
2,"JCB[",0,1,0,8,8,0,0,2,2,3,2,-1,"]H](J&WCB[TM:u"
2,"HBNJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"H&WBN(J(M/JM"
2,"GNB[",0,1,0,4,1,0,0,2,3,1,2,-1,"GNB[:du"
2,"<FJRJ/",-3,13,-1,-1,-1,3,0,-1,-1,1,1,0,"<F(JRJ/T"
2,"CXT/",0,2,-1,-1,-1,3,0,-1,-1,1,1,2,"CX(T/T:a"
1,"<RBWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<RBWN/"
2,"GWZL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"GWZL/:a"
2,"QYR=[",0,1,2,0,14,0,0,1,3,3,2,-1,"!J!QYR=[WN"
2,"XJH==/",0,2,-1,-1,-1,3,6,-1,-1,1,1,2,"XJ(H==/T+W"
2,"R<H[",0,1,0,0,1,5,3,6,0,3,2,2,"R<(H[/J+(J"
2,"DBLH/",0,2,-1,-1,-1,4,0,-1,-1,3,1,2,"DBL(H/JM"
